Orthogroup	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
OG0084947														LYTVA_27863										
OG0084948														LYTVA_27886										
OG0084949														LYTVA_27887										
OG0084950														LYTVA_27893										
OG0084951														LYTVA_27898										
OG0084952														LYTVA_27912										
OG0084953														LYTVA_27917										
OG0084954														LYTVA_27920										
OG0084955														LYTVA_27936										
OG0084956														LYTVA_27937										
OG0084957														LYTVA_27942										
OG0084958														LYTVA_27955										
OG0084959														LYTVA_27957										
OG0084960														LYTVA_27958										
OG0084961														LYTVA_27959										
OG0084962														LYTVA_27963										
OG0084963														LYTVA_27972										
OG0084964														LYTVA_27973										
OG0084965														LYTVA_27978										
OG0084966														LYTVA_27985										
OG0084967														LYTVA_27987										
OG0084968														LYTVA_28005										
OG0084969														LYTVA_28010										
OG0084970														LYTVA_28013										
OG0084971														LYTVA_28017										
OG0084972														LYTVA_28019										
OG0084973														LYTVA_28022										
OG0084974														LYTVA_28024										
OG0084975														LYTVA_28036										
OG0084976														LYTVA_28037										
OG0084977														LYTVA_28039										
OG0084978														LYTVA_28056										
OG0084979														LYTVA_28069										
OG0084980														LYTVA_28090										
OG0084981														LYTVA_28104										
OG0084982														LYTVA_28111										
OG0084983														LYTVA_28115										
OG0084984														LYTVA_28121										
OG0084985														LYTVA_28139										
OG0084986														LYTVA_28144										
OG0084987														LYTVA_28145										
OG0084988														LYTVA_28167										
OG0084989														LYTVA_28214										
OG0084990														LYTVA_28222										
OG0084991														LYTVA_28236										
OG0084992														LYTVA_28239										
OG0084993														LYTVA_28241										
OG0084994														LYTVA_28242										
OG0084995														LYTVA_28243										
OG0084996														LYTVA_28260										
OG0084997														LYTVA_28267										
OG0084998														LYTVA_28268										
OG0084999														LYTVA_28272										
OG0085000														LYTVA_28274										
OG0085001														LYTVA_28277										
OG0085002														LYTVA_28280										
OG0085003														LYTVA_28281										
OG0085004														LYTVA_28285										
OG0085005														LYTVA_28287										
OG0085006														LYTVA_28292										
OG0085007														LYTVA_28308										
OG0085008														LYTVA_28309										
OG0085009														LYTVA_28323										
OG0085010														LYTVA_28324										
OG0085011														LYTVA_28338										
OG0085012														LYTVA_28344										
OG0085013														LYTVA_28345										
OG0085014														LYTVA_28346										
OG0085015														LYTVA_28347										
OG0085016														LYTVA_28350										
OG0085017														LYTVA_28361										
OG0085018														LYTVA_28364										
OG0085019														LYTVA_28367										
OG0085020														LYTVA_28371										
OG0085021														LYTVA_28385										
OG0085022														LYTVA_28394										
OG0085023														LYTVA_28395										
OG0085024														LYTVA_28402										
OG0085025														LYTVA_28404										
OG0085026														LYTVA_28418										
OG0085027														LYTVA_28423										
OG0085028														LYTVA_28428										
OG0085029														LYTVA_28434										
OG0085030														LYTVA_28439										
OG0085031														LYTVA_28441										
OG0085032														LYTVA_28443										
OG0085033														LYTVA_28444										
OG0085034														LYTVA_28445										
OG0085035														LYTVA_28446										
OG0085036														LYTVA_28447										
OG0085037														LYTVA_28449										
OG0085038														LYTVA_28450										
OG0085039														LYTVA_28462										
OG0085040														LYTVA_28471										
OG0085041														LYTVA_28472										
OG0085042														LYTVA_28482										
OG0085043														LYTVA_28507										
OG0085044														LYTVA_28510										
OG0085045														LYTVA_28516										
OG0085046														LYTVA_28537										
OG0085047														LYTVA_28538										
OG0085048														LYTVA_28555										
OG0085049														LYTVA_28557										
OG0085050														LYTVA_28566										
OG0085051														LYTVA_28570										
OG0085052														LYTVA_28573										
OG0085053														LYTVA_28583										
OG0085054														LYTVA_28584										
OG0085055														LYTVA_28604										
OG0085056														LYTVA_28607										
OG0085057														LYTVA_28613										
OG0085058														LYTVA_28615										
OG0085059														LYTVA_28617										
OG0085060														LYTVA_28631										
OG0085061														LYTVA_28633										
